ts,ticker,model,n,errors,error_rate,ttft_p50,ttft_p95,ttft_p99,total_p50,total_p95,total_p99,tok_per_sec,provider,date,hour_utc,ttft_tail_ratio
2026-07-14T20:20:23.892746+00:00,GROQ,llama-3.3-70b-versatile,8,0,0.0,218.0,346.4,346.4,412.5,561.9,561.9,103.0,groq,2026-07-14,20,1.589
2026-07-14T20:20:28.032317+00:00,L8B,llama-3.1-8b-instant,8,0,0.0,123.0,172.0,172.0,240.9,313.3,313.3,204.9,groq,2026-07-14,20,1.398
2026-07-14T20:20:34.974036+00:00,OSS,openai/gpt-oss-120b,8,0,0.0,539.3,603.8,603.8,543.5,686.2,686.2,164.9,groq,2026-07-14,20,1.12
2026-07-14T20:20:39.197369+00:00,QWEN,qwen/qwen3-32b,6,0,0.0,178.4,193.4,193.4,296.0,320.3,320.3,213.8,groq,2026-07-14,20,1.084
2026-07-14T20:21:43.660958+00:00,CBRS,gpt-oss-120b,8,2,0.25,185.8,548.8,548.8,198.6,606.2,606.2,263.6,cerebras,2026-07-14,20,2.954
2026-07-14T20:22:03.018342+00:00,OPRT,google/gemma-4-31b-it:free,6,4,0.6667,2838.2,3068.9,3068.9,3435.1,3660.1,3660.1,9.6,openrouter,2026-07-14,20,1.081
2026-07-14T22:10:05.106464+00:00,GROQ,llama-3.3-70b-versatile,8,0,0.0,199.7,309.3,309.3,361.1,482.9,482.9,117.9,groq,2026-07-14,22,1.549
2026-07-14T22:10:09.321672+00:00,L8B,llama-3.1-8b-instant,8,0,0.0,157.6,237.2,237.2,292.7,366.7,366.7,170.2,groq,2026-07-14,22,1.505
2026-07-14T22:10:14.682510+00:00,OSS,openai/gpt-oss-120b,8,0,0.0,327.6,569.1,569.1,403.4,686.5,686.5,200.4,groq,2026-07-14,22,1.737
2026-07-14T22:10:18.604188+00:00,QWEN,qwen/qwen3-32b,6,0,0.0,207.1,301.9,301.9,322.6,442.0,442.0,189.4,groq,2026-07-14,22,1.458
2026-07-14T22:11:22.105324+00:00,CBRS,gpt-oss-120b,8,2,0.25,217.6,367.7,367.7,239.2,395.5,395.5,359.4,cerebras,2026-07-14,22,1.69
2026-07-15T00:02:33.281378+00:00,GROQ,llama-3.3-70b-versatile,8,0,0.0,94.9,226.3,226.3,262.1,398.6,398.6,145.5,groq,2026-07-15,0,2.385
2026-07-15T00:02:37.366338+00:00,L8B,llama-3.1-8b-instant,8,0,0.0,86.2,255.9,255.9,187.2,359.2,359.2,214.0,groq,2026-07-15,0,2.969
2026-07-15T00:02:42.584035+00:00,OSS,openai/gpt-oss-120b,8,0,0.0,254.7,375.0,375.0,317.5,452.4,452.4,221.7,groq,2026-07-15,0,1.472
2026-07-15T00:02:46.572044+00:00,QWEN,qwen/qwen3-32b,6,0,0.0,146.6,268.0,268.0,276.0,392.6,392.6,210.5,groq,2026-07-15,0,1.828
2026-07-15T00:03:07.903496+00:00,GMNI,gemini-2.5-flash,6,2,0.3333,1696.9,2415.2,2415.2,1696.9,2415.2,2415.2,5.9,google,2026-07-15,0,1.423
2026-07-15T00:04:11.572397+00:00,CBRS,gpt-oss-120b,8,2,0.25,178.2,370.2,370.2,197.5,398.6,398.6,378.1,cerebras,2026-07-15,0,2.077
2026-07-15T00:04:25.557164+00:00,OPRT,google/gemma-4-31b-it:free,6,6,1.0,,,,,,,,openrouter,2026-07-15,0,
2026-07-15T03:27:49.358392+00:00,GROQ,llama-3.3-70b-versatile,8,0,0.0,264.0,299.6,299.6,434.6,477.8,477.8,104.2,groq,2026-07-15,3,1.135
2026-07-15T03:27:53.359236+00:00,L8B,llama-3.1-8b-instant,8,0,0.0,161.4,262.7,262.7,258.0,351.9,351.9,181.7,groq,2026-07-15,3,1.628
2026-07-15T03:27:57.327693+00:00,OSS,openai/gpt-oss-120b,8,0,0.0,192.2,235.3,235.3,261.2,326.5,326.5,268.0,groq,2026-07-15,3,1.224
2026-07-15T03:29:00.702572+00:00,CBRS,gpt-oss-120b,8,2,0.25,224.1,355.7,355.7,242.2,376.6,376.6,378.7,cerebras,2026-07-15,3,1.587
2026-07-15T06:25:24.627291+00:00,GROQ,llama-3.3-70b-versatile,8,0,0.0,267.8,296.2,296.2,425.9,477.3,477.3,108.8,groq,2026-07-15,6,1.106
2026-07-15T06:25:29.623030+00:00,L8B,llama-3.1-8b-instant,8,0,0.0,182.4,367.9,367.9,310.6,470.2,470.2,150.8,groq,2026-07-15,6,2.017
2026-07-15T06:25:34.593869+00:00,OSS,openai/gpt-oss-120b,8,0,0.0,201.2,387.8,387.8,275.8,463.8,463.8,236.0,groq,2026-07-15,6,1.927
2026-07-15T06:25:38.258356+00:00,QWEN,qwen/qwen3-32b,6,0,0.0,106.3,142.1,142.1,232.4,273.7,273.7,264.0,groq,2026-07-15,6,1.337
2026-07-15T06:26:41.782937+00:00,CBRS,gpt-oss-120b,8,2,0.25,201.4,239.8,239.8,208.9,245.0,245.0,323.2,cerebras,2026-07-15,6,1.191
2026-07-15T09:19:35.803200+00:00,GROQ,llama-3.3-70b-versatile,8,0,0.0,228.1,247.0,247.0,416.4,439.1,439.1,111.3,groq,2026-07-15,9,1.083
2026-07-15T09:19:40.008525+00:00,L8B,llama-3.1-8b-instant,8,0,0.0,119.0,158.4,158.4,244.5,356.6,356.6,206.3,groq,2026-07-15,9,1.331
2026-07-15T09:19:44.353684+00:00,OSS,openai/gpt-oss-120b,8,0,0.0,184.1,274.2,274.2,258.8,352.1,352.1,320.4,groq,2026-07-15,9,1.489
2026-07-15T09:20:47.890508+00:00,CBRS,gpt-oss-120b,8,2,0.25,175.2,226.6,226.6,205.8,252.1,252.1,424.0,cerebras,2026-07-15,9,1.293
2026-07-15T11:45:58.840129+00:00,GROQ,llama-3.3-70b-versatile,8,0,0.0,95.5,316.3,316.3,267.5,460.7,460.7,144.2,groq,2026-07-15,11,3.312
2026-07-15T11:46:02.320102+00:00,L8B,llama-3.1-8b-instant,8,0,0.0,82.6,242.3,242.3,248.6,332.8,332.8,215.5,groq,2026-07-15,11,2.933
2026-07-15T11:46:06.464404+00:00,OSS,openai/gpt-oss-120b,8,0,0.0,229.1,349.7,349.7,299.9,416.4,416.4,237.8,groq,2026-07-15,11,1.526
2026-07-15T11:47:14.387213+00:00,CBRS,gpt-oss-120b,8,2,0.25,328.0,2128.8,2128.8,336.5,2146.8,2146.8,96.2,cerebras,2026-07-15,11,6.49
2026-07-15T14:05:59.129372+00:00,GROQ,llama-3.3-70b-versatile,8,0,0.0,308.0,370.8,370.8,483.1,591.9,591.9,94.9,groq,2026-07-15,14,1.204
2026-07-15T14:06:03.988536+00:00,L8B,llama-3.1-8b-instant,8,0,0.0,166.0,272.5,272.5,295.6,424.1,424.1,165.8,groq,2026-07-15,14,1.642
2026-07-15T14:06:10.005062+00:00,OSS,openai/gpt-oss-120b,8,0,0.0,348.5,460.4,460.4,417.1,554.9,554.9,196.5,groq,2026-07-15,14,1.321
2026-07-15T14:06:15.295982+00:00,QWEN,qwen/qwen3-32b,6,0,0.0,310.9,401.7,401.7,457.9,654.6,654.6,137.2,groq,2026-07-15,14,1.292
2026-07-15T14:07:20.188337+00:00,CBRS,gpt-oss-120b,8,2,0.25,213.7,865.6,865.6,236.6,875.6,875.6,288.9,cerebras,2026-07-15,14,4.051
2026-07-15T15:48:29.559224+00:00,GROQ,llama-3.3-70b-versatile,8,0,0.0,228.8,371.3,371.3,412.6,681.3,681.3,102.3,groq,2026-07-15,15,1.623
2026-07-15T15:48:34.270620+00:00,L8B,llama-3.1-8b-instant,8,0,0.0,140.7,237.8,237.8,267.1,355.4,355.4,167.8,groq,2026-07-15,15,1.69
2026-07-15T15:48:38.918959+00:00,OSS,openai/gpt-oss-120b,8,0,0.0,192.4,389.1,389.1,274.8,453.5,453.5,283.6,groq,2026-07-15,15,2.022
2026-07-15T15:49:42.596720+00:00,CBRS,gpt-oss-120b,8,2,0.25,172.2,229.2,229.2,193.8,249.3,249.3,424.6,cerebras,2026-07-15,15,1.331
2026-07-15T17:35:37.758576+00:00,GROQ,llama-3.3-70b-versatile,8,0,0.0,237.5,390.3,390.3,426.9,559.2,559.2,100.9,groq,2026-07-15,17,1.643
2026-07-15T17:35:43.378609+00:00,L8B,llama-3.1-8b-instant,8,0,0.0,253.4,321.5,321.5,375.7,444.6,444.6,123.1,groq,2026-07-15,17,1.269
2026-07-15T17:35:49.997681+00:00,OSS,openai/gpt-oss-120b,8,0,0.0,361.0,562.7,562.7,421.6,644.8,644.8,152.5,groq,2026-07-15,17,1.559
2026-07-15T17:36:55.324724+00:00,CBRS,gpt-oss-120b,8,2,0.25,256.1,621.2,621.2,275.9,639.2,639.2,222.4,cerebras,2026-07-15,17,2.426
2026-07-15T19:33:53.570660+00:00,GROQ,llama-3.3-70b-versatile,8,0,0.0,180.7,286.2,286.2,344.8,463.2,463.2,125.9,groq,2026-07-15,19,1.584
2026-07-15T19:33:57.708045+00:00,L8B,llama-3.1-8b-instant,8,0,0.0,78.6,205.8,205.8,178.0,343.4,343.4,245.1,groq,2026-07-15,19,2.618
2026-07-15T19:34:03.514475+00:00,OSS,openai/gpt-oss-120b,8,0,0.0,297.1,395.6,395.6,386.9,473.0,473.0,232.9,groq,2026-07-15,19,1.332
2026-07-15T19:35:08.097590+00:00,CBRS,gpt-oss-120b,8,2,0.25,174.6,295.3,295.3,184.5,423.5,423.5,386.9,cerebras,2026-07-15,19,1.691
2026-07-15T21:12:25.440776+00:00,GROQ,llama-3.3-70b-versatile,8,0,0.0,221.5,254.3,254.3,411.7,472.2,472.2,108.8,groq,2026-07-15,21,1.148
2026-07-15T21:12:29.626021+00:00,L8B,llama-3.1-8b-instant,8,0,0.0,127.3,223.7,223.7,241.0,305.1,305.1,203.5,groq,2026-07-15,21,1.757
2026-07-15T21:12:33.869695+00:00,OSS,openai/gpt-oss-120b,8,0,0.0,134.3,395.4,395.4,216.0,466.6,466.6,324.8,groq,2026-07-15,21,2.944
2026-07-15T21:13:37.888843+00:00,CBRS,gpt-oss-120b,8,2,0.25,193.0,407.8,407.8,202.0,422.7,422.7,314.2,cerebras,2026-07-15,21,2.113
2026-07-15T23:10:05.187342+00:00,GROQ,llama-3.3-70b-versatile,8,0,0.0,227.2,248.5,248.5,392.6,455.0,455.0,118.0,groq,2026-07-15,23,1.094
2026-07-15T23:10:09.441777+00:00,L8B,llama-3.1-8b-instant,8,0,0.0,163.7,250.1,250.1,309.6,347.5,347.5,161.9,groq,2026-07-15,23,1.528
2026-07-15T23:10:14.121630+00:00,OSS,openai/gpt-oss-120b,8,0,0.0,210.9,456.2,456.2,279.0,533.5,533.5,239.0,groq,2026-07-15,23,2.163
2026-07-15T23:11:18.851774+00:00,CBRS,gpt-oss-120b,8,2,0.25,188.5,432.5,432.5,227.8,451.3,451.3,374.0,cerebras,2026-07-15,23,2.294
2026-07-16T03:31:52.485529+00:00,GROQ,llama-3.3-70b-versatile,8,0,0.0,235.6,278.9,278.9,409.6,444.6,444.6,113.1,groq,2026-07-16,3,1.184
2026-07-16T03:31:57.025264+00:00,L8B,llama-3.1-8b-instant,8,0,0.0,129.9,257.1,257.1,271.6,364.3,364.3,178.0,groq,2026-07-16,3,1.979
2026-07-16T03:32:02.477447+00:00,OSS,openai/gpt-oss-120b,8,0,0.0,271.4,432.6,432.6,348.9,519.3,519.3,238.9,groq,2026-07-16,3,1.594
2026-07-16T03:33:06.048263+00:00,CBRS,gpt-oss-120b,8,2,0.25,155.0,322.1,322.1,174.9,342.7,342.7,397.8,cerebras,2026-07-16,3,2.078
2026-07-16T06:28:52.225355+00:00,GROQ,llama-3.3-70b-versatile,8,0,0.0,198.1,424.6,424.6,387.8,629.0,629.0,113.7,groq,2026-07-16,6,2.143
2026-07-16T06:28:56.333010+00:00,L8B,llama-3.1-8b-instant,8,0,0.0,103.3,137.5,137.5,195.6,315.6,315.6,224.1,groq,2026-07-16,6,1.331
2026-07-16T06:29:01.594116+00:00,OSS,openai/gpt-oss-120b,8,0,0.0,235.0,538.6,538.6,308.3,584.9,584.9,247.9,groq,2026-07-16,6,2.292
2026-07-16T06:29:07.458731+00:00,QWEN,qwen/qwen3-32b,6,0,0.0,254.7,743.2,743.2,368.1,1008.5,1008.5,113.0,groq,2026-07-16,6,2.918
2026-07-16T06:30:11.188360+00:00,CBRS,gpt-oss-120b,8,2,0.25,160.0,417.5,417.5,173.5,435.6,435.6,365.3,cerebras,2026-07-16,6,2.609
2026-07-16T09:24:21.044862+00:00,GROQ,llama-3.3-70b-versatile,8,0,0.0,263.3,310.0,310.0,446.2,497.6,497.6,108.5,groq,2026-07-16,9,1.177
2026-07-16T09:24:25.471051+00:00,L8B,llama-3.1-8b-instant,8,0,0.0,176.4,261.2,261.2,286.8,393.5,393.5,156.8,groq,2026-07-16,9,1.481
2026-07-16T09:24:30.304955+00:00,OSS,openai/gpt-oss-120b,8,0,0.0,236.1,407.9,407.9,305.9,721.6,721.6,201.3,groq,2026-07-16,9,1.728
2026-07-16T09:25:33.881507+00:00,CBRS,gpt-oss-120b,8,2,0.25,218.6,371.7,371.7,229.1,398.8,398.8,312.0,cerebras,2026-07-16,9,1.7
2026-07-16T11:51:52.502432+00:00,GROQ,llama-3.3-70b-versatile,8,0,0.0,271.2,315.1,315.1,454.5,497.1,497.1,98.7,groq,2026-07-16,11,1.162
2026-07-16T11:51:57.124043+00:00,L8B,llama-3.1-8b-instant,8,0,0.0,165.4,254.7,254.7,304.4,327.5,327.5,174.4,groq,2026-07-16,11,1.54
2026-07-16T11:52:01.400778+00:00,OSS,openai/gpt-oss-120b,8,0,0.0,174.5,287.3,287.3,249.5,365.0,365.0,278.4,groq,2026-07-16,11,1.646
2026-07-16T11:53:06.897058+00:00,CBRS,gpt-oss-120b,8,2,0.25,370.7,1218.8,1218.8,404.5,1235.9,1235.9,182.3,cerebras,2026-07-16,11,3.288
2026-07-16T14:17:42.182498+00:00,GROQ,llama-3.3-70b-versatile,8,0,0.0,219.5,233.6,233.6,383.7,434.0,434.0,125.7,groq,2026-07-16,14,1.064
2026-07-16T14:17:46.563154+00:00,L8B,llama-3.1-8b-instant,8,0,0.0,118.0,236.8,236.8,239.9,367.8,367.8,183.0,groq,2026-07-16,14,2.007
2026-07-16T14:17:51.241552+00:00,OSS,openai/gpt-oss-120b,8,0,0.0,171.8,339.3,339.3,245.5,413.5,413.5,275.3,groq,2026-07-16,14,1.975
2026-07-16T14:17:54.605093+00:00,QWEN,qwen/qwen3-32b,6,0,0.0,67.4,75.1,75.1,192.4,208.6,208.6,333.1,groq,2026-07-16,14,1.114
2026-07-16T14:18:59.762901+00:00,CBRS,gpt-oss-120b,8,2,0.25,312.7,749.1,749.1,324.5,921.2,921.2,198.2,cerebras,2026-07-16,14,2.396
2026-07-16T16:38:35.668811+00:00,GROQ,llama-3.3-70b-versatile,8,0,0.0,246.6,291.8,291.8,427.9,454.1,454.1,109.1,groq,2026-07-16,16,1.183
2026-07-16T16:38:40.396904+00:00,L8B,llama-3.1-8b-instant,8,0,0.0,126.0,237.9,237.9,257.2,361.4,361.4,173.9,groq,2026-07-16,16,1.888
2026-07-16T16:38:44.902538+00:00,OSS,openai/gpt-oss-120b,8,0,0.0,152.4,308.5,308.5,229.1,383.4,383.4,263.6,groq,2026-07-16,16,2.024
2026-07-16T16:38:48.943010+00:00,QWEN,qwen/qwen3-32b,6,0,0.0,91.1,236.7,236.7,198.3,356.4,356.4,241.6,groq,2026-07-16,16,2.598
2026-07-16T16:39:35.891744+00:00,CBRS,gpt-oss-120b,8,2,0.25,202.1,12628.1,12628.1,213.7,12645.1,12645.1,38.8,cerebras,2026-07-16,16,62.484
2026-07-16T16:39:53.700345+00:00,OPRT,google/gemma-4-31b-it:free,6,4,0.6667,2636.9,2792.5,2792.5,3288.4,3336.0,3336.0,11.6,openrouter,2026-07-16,16,1.059
2026-07-16T18:17:24.127096+00:00,GROQ,llama-3.3-70b-versatile,8,0,0.0,218.8,341.5,341.5,403.7,527.6,527.6,105.5,groq,2026-07-16,18,1.561
2026-07-16T18:17:27.993943+00:00,L8B,llama-3.1-8b-instant,8,0,0.0,98.5,117.1,117.1,194.7,297.8,297.8,227.0,groq,2026-07-16,18,1.189
2026-07-16T18:17:33.442204+00:00,OSS,openai/gpt-oss-120b,8,0,0.0,291.7,495.7,495.7,376.0,500.0,500.0,204.6,groq,2026-07-16,18,1.699
2026-07-16T18:17:39.198044+00:00,QWEN,qwen/qwen3-32b,6,0,0.0,265.7,673.9,673.9,387.4,772.0,772.0,130.0,groq,2026-07-16,18,2.536
2026-07-16T18:18:42.581676+00:00,CBRS,gpt-oss-120b,8,2,0.25,145.0,354.7,354.7,162.8,364.1,364.1,392.3,cerebras,2026-07-16,18,2.446
2026-07-16T20:09:28.156619+00:00,GROQ,llama-3.3-70b-versatile,8,0,0.0,110.7,206.6,206.6,332.5,407.3,407.3,135.0,groq,2026-07-16,20,1.866
2026-07-16T20:09:32.120184+00:00,L8B,llama-3.1-8b-instant,8,0,0.0,92.3,138.6,138.6,188.4,336.6,336.6,220.2,groq,2026-07-16,20,1.502
2026-07-16T20:09:38.163401+00:00,OSS,openai/gpt-oss-120b,8,0,0.0,399.2,559.8,559.8,484.8,617.5,617.5,192.1,groq,2026-07-16,20,1.402
2026-07-16T20:09:42.456081+00:00,QWEN,qwen/qwen3-32b,6,0,0.0,156.4,431.1,431.1,259.6,576.3,576.3,188.7,groq,2026-07-16,20,2.756
2026-07-16T20:10:46.571624+00:00,CBRS,gpt-oss-120b,8,2,0.25,153.1,622.8,622.8,178.2,641.6,641.6,300.0,cerebras,2026-07-16,20,4.068
2026-07-16T20:11:03.426489+00:00,OPRT,google/gemma-4-31b-it:free,6,2,0.3333,997.9,2446.2,2446.2,1657.7,3231.4,3231.4,15.2,openrouter,2026-07-16,20,2.451
2026-07-16T22:12:51.575531+00:00,GROQ,llama-3.3-70b-versatile,8,0,0.0,174.9,197.2,197.2,363.9,497.0,497.0,134.8,groq,2026-07-16,22,1.128
2026-07-16T22:12:54.586787+00:00,L8B,llama-3.1-8b-instant,8,0,0.0,49.2,51.9,51.9,150.6,176.7,176.7,315.4,groq,2026-07-16,22,1.055
2026-07-16T22:12:59.429085+00:00,OSS,openai/gpt-oss-120b,8,0,0.0,313.7,420.4,420.4,378.8,486.9,486.9,239.0,groq,2026-07-16,22,1.34
2026-07-16T22:13:02.980739+00:00,QWEN,qwen/qwen3-32b,6,0,0.0,124.4,242.9,242.9,249.6,371.9,371.9,226.5,groq,2026-07-16,22,1.953
2026-07-16T22:14:05.753059+00:00,CBRS,gpt-oss-120b,8,2,0.25,142.6,182.2,182.2,155.2,199.5,199.5,587.4,cerebras,2026-07-16,22,1.278
2026-07-17T00:09:49.419633+00:00,GROQ,llama-3.3-70b-versatile,8,0,0.0,187.6,304.1,304.1,401.5,492.9,492.9,117.1,groq,2026-07-17,0,1.621
2026-07-17T00:09:53.223778+00:00,L8B,llama-3.1-8b-instant,8,0,0.0,48.8,259.7,259.7,143.0,323.7,323.7,254.5,groq,2026-07-17,0,5.322
2026-07-17T00:09:58.334424+00:00,OSS,openai/gpt-oss-120b,8,0,0.0,281.8,393.4,393.4,354.7,467.8,467.8,234.9,groq,2026-07-17,0,1.396
2026-07-17T00:10:02.714290+00:00,QWEN,qwen/qwen3-32b,6,0,0.0,122.3,322.9,322.9,246.4,796.5,796.5,179.7,groq,2026-07-17,0,2.64
2026-07-17T00:10:18.946819+00:00,GMNI,gemini-2.5-flash,6,2,0.3333,1739.3,4114.2,4114.2,1739.3,4114.2,4114.2,3.8,google,2026-07-17,0,2.365
2026-07-17T00:11:23.481933+00:00,CBRS,gpt-oss-120b,8,2,0.25,174.4,360.5,360.5,214.8,396.1,396.1,417.4,cerebras,2026-07-17,0,2.067
2026-07-17T00:11:37.185594+00:00,OPRT,google/gemma-4-31b-it:free,6,6,1.0,,,,,,,,openrouter,2026-07-17,0,
2026-07-17T04:20:04.594248+00:00,GROQ,llama-3.3-70b-versatile,8,0,0.0,272.0,412.1,412.1,448.1,597.4,597.4,103.1,groq,2026-07-17,4,1.515
2026-07-17T04:20:09.648817+00:00,L8B,llama-3.1-8b-instant,8,0,0.0,142.6,349.2,349.2,267.8,476.7,476.7,170.6,groq,2026-07-17,4,2.449
2026-07-17T04:20:15.272984+00:00,OSS,openai/gpt-oss-120b,8,0,0.0,275.2,424.3,424.3,350.3,494.8,494.8,218.9,groq,2026-07-17,4,1.542
2026-07-17T04:20:20.254795+00:00,QWEN,qwen/qwen3-32b,6,0,0.0,208.4,345.3,345.3,386.2,477.6,477.6,154.9,groq,2026-07-17,4,1.657
2026-07-17T04:21:24.511671+00:00,CBRS,gpt-oss-120b,8,2,0.25,206.9,225.9,225.9,227.0,246.5,246.5,348.1,cerebras,2026-07-17,4,1.092
2026-07-17T04:21:38.860112+00:00,OPRT,google/gemma-4-31b-it:free,6,6,1.0,,,,,,,,openrouter,2026-07-17,4,
2026-07-17T07:28:10.796941+00:00,GROQ,llama-3.3-70b-versatile,8,0,0.0,207.3,319.3,319.3,393.2,602.2,602.2,113.7,groq,2026-07-17,7,1.54
2026-07-17T07:28:14.911490+00:00,L8B,llama-3.1-8b-instant,8,0,0.0,97.6,215.3,215.3,207.2,311.1,311.1,199.5,groq,2026-07-17,7,2.206
2026-07-17T07:28:20.659880+00:00,OSS,openai/gpt-oss-120b,8,0,0.0,258.2,951.2,951.2,333.7,956.4,956.4,194.9,groq,2026-07-17,7,3.684
2026-07-17T07:29:23.897759+00:00,CBRS,gpt-oss-120b,8,2,0.25,139.9,150.0,150.0,158.0,189.0,189.0,551.0,cerebras,2026-07-17,7,1.072
2026-07-17T10:08:43.750263+00:00,GROQ,llama-3.3-70b-versatile,8,0,0.0,103.8,203.0,203.0,283.0,473.4,473.4,152.3,groq,2026-07-17,10,1.956
2026-07-17T10:08:48.162104+00:00,L8B,llama-3.1-8b-instant,8,0,0.0,81.9,204.6,204.6,188.3,426.6,426.6,216.5,groq,2026-07-17,10,2.498
2026-07-17T10:08:53.099364+00:00,OSS,openai/gpt-oss-120b,8,0,0.0,214.4,566.0,566.0,287.3,656.5,656.5,213.1,groq,2026-07-17,10,2.64
2026-07-17T10:08:57.302972+00:00,QWEN,qwen/qwen3-32b,6,0,0.0,156.1,331.4,331.4,289.1,439.5,439.5,200.3,groq,2026-07-17,10,2.123
2026-07-17T10:10:02.232098+00:00,CBRS,gpt-oss-120b,8,2,0.25,123.0,1230.3,1230.3,153.7,1266.2,1266.2,206.7,cerebras,2026-07-17,10,10.002
2026-07-17T12:19:14.125310+00:00,GROQ,llama-3.3-70b-versatile,8,0,0.0,87.2,285.5,285.5,261.4,427.7,427.7,162.6,groq,2026-07-17,12,3.274
2026-07-17T12:19:17.964312+00:00,L8B,llama-3.1-8b-instant,8,0,0.0,85.6,97.1,97.1,208.7,255.8,255.8,241.3,groq,2026-07-17,12,1.134
2026-07-17T12:19:23.361281+00:00,OSS,openai/gpt-oss-120b,8,0,0.0,254.1,377.5,377.5,378.6,450.6,450.6,241.5,groq,2026-07-17,12,1.486
2026-07-17T12:19:27.730389+00:00,QWEN,qwen/qwen3-32b,6,0,0.0,161.8,286.1,286.1,280.8,399.4,399.4,213.4,groq,2026-07-17,12,1.768
2026-07-17T12:19:42.116788+00:00,GMNI,gemini-2.5-flash,6,0,0.0,1712.7,1793.8,1793.8,1712.7,1793.8,1793.8,5.8,google,2026-07-17,12,1.047
2026-07-17T12:20:45.572886+00:00,CBRS,gpt-oss-120b,8,2,0.25,152.5,192.7,192.7,174.3,209.1,209.1,438.1,cerebras,2026-07-17,12,1.264
2026-07-17T12:21:01.979265+00:00,OPRT,google/gemma-4-31b-it:free,6,2,0.3333,1066.9,2522.2,2522.2,1718.8,3130.9,3130.9,16.7,openrouter,2026-07-17,12,2.364
2026-07-17T14:51:45.462473+00:00,GROQ,llama-3.3-70b-versatile,8,0,0.0,234.2,351.5,351.5,391.0,513.1,513.1,110.9,groq,2026-07-17,14,1.501
2026-07-17T14:51:50.004344+00:00,L8B,llama-3.1-8b-instant,8,0,0.0,118.8,231.7,231.7,245.4,349.7,349.7,171.9,groq,2026-07-17,14,1.95
2026-07-17T14:51:54.357028+00:00,OSS,openai/gpt-oss-120b,8,0,0.0,137.6,291.5,291.5,209.4,358.0,358.0,286.2,groq,2026-07-17,14,2.118
2026-07-17T14:51:57.998494+00:00,QWEN,qwen/qwen3-32b,6,0,0.0,59.5,185.6,185.6,187.2,309.5,309.5,303.1,groq,2026-07-17,14,3.119
2026-07-17T14:53:01.598708+00:00,CBRS,gpt-oss-120b,8,2,0.25,174.1,189.2,189.2,195.0,216.9,216.9,460.5,cerebras,2026-07-17,14,1.087
2026-07-17T16:23:44.394847+00:00,GROQ,llama-3.3-70b-versatile,8,0,0.0,268.5,285.2,285.2,436.8,471.7,471.7,104.3,groq,2026-07-17,16,1.062
2026-07-17T16:23:48.988678+00:00,L8B,llama-3.1-8b-instant,8,0,0.0,204.6,295.0,295.0,302.9,407.4,407.4,143.8,groq,2026-07-17,16,1.442
2026-07-17T16:23:53.931581+00:00,OSS,openai/gpt-oss-120b,8,0,0.0,242.1,395.9,395.9,320.5,495.2,495.2,236.2,groq,2026-07-17,16,1.635
2026-07-17T16:23:57.524890+00:00,QWEN,qwen/qwen3-32b,6,0,0.0,113.1,153.8,153.8,231.6,301.6,301.6,244.9,groq,2026-07-17,16,1.36
2026-07-17T16:24:37.940418+00:00,CBRS,gpt-oss-120b,8,5,0.625,701.5,1407.3,1407.3,716.6,1415.2,1415.2,99.2,cerebras,2026-07-17,16,2.006
2026-07-17T16:24:55.907205+00:00,OPRT,google/gemma-4-31b-it:free,6,1,0.1667,1138.1,3577.8,3577.8,1925.1,4229.5,4229.5,15.9,openrouter,2026-07-17,16,3.144
2026-07-17T18:15:38.837890+00:00,GROQ,llama-3.3-70b-versatile,8,0,0.0,199.8,322.8,322.8,420.6,537.4,537.4,110.7,groq,2026-07-17,18,1.616
2026-07-17T18:15:43.150567+00:00,L8B,llama-3.1-8b-instant,8,0,0.0,138.4,334.5,334.5,214.1,448.2,448.2,192.4,groq,2026-07-17,18,2.417
2026-07-17T18:15:48.692116+00:00,OSS,openai/gpt-oss-120b,8,0,0.0,242.6,500.8,500.8,310.0,560.6,560.6,181.9,groq,2026-07-17,18,2.064
2026-07-17T18:15:52.913331+00:00,QWEN,qwen/qwen3-32b,6,0,0.0,161.3,276.9,276.9,280.8,410.8,410.8,208.5,groq,2026-07-17,18,1.717
2026-07-17T18:16:56.553229+00:00,CBRS,gpt-oss-120b,8,2,0.25,139.1,300.2,300.2,178.1,304.6,304.6,529.7,cerebras,2026-07-17,18,2.158
2026-07-17T20:13:22.862936+00:00,GROQ,llama-3.3-70b-versatile,8,0,0.0,103.4,273.6,273.6,299.2,457.5,457.5,133.4,groq,2026-07-17,20,2.646
2026-07-17T20:13:26.657531+00:00,L8B,llama-3.1-8b-instant,8,0,0.0,70.0,101.9,101.9,165.7,248.3,248.3,264.3,groq,2026-07-17,20,1.456
2026-07-17T20:13:31.767643+00:00,OSS,openai/gpt-oss-120b,8,0,0.0,267.3,354.6,354.6,344.3,428.1,428.1,210.4,groq,2026-07-17,20,1.327
2026-07-17T20:13:35.838792+00:00,QWEN,qwen/qwen3-32b,6,0,0.0,149.5,249.6,249.6,274.0,338.9,338.9,223.8,groq,2026-07-17,20,1.67
2026-07-17T20:14:40.810478+00:00,CBRS,gpt-oss-120b,8,2,0.25,325.1,936.0,936.0,348.1,964.2,964.2,214.4,cerebras,2026-07-17,20,2.879
2026-07-17T20:14:55.245612+00:00,OPRT,google/gemma-4-31b-it:free,6,6,1.0,,,,,,,,openrouter,2026-07-17,20,
